id,CODCIE10,DescripcionCIE10,Grupo
13195,Y223,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13196,Y224,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13197,Y225,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13198,Y226,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13199,Y227,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13200,Y228,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13201,Y229,"DISPARO DE ARMA CORTA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13202,Y23,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13203,Y230,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13204,Y231,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13205,Y232,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13206,Y233,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13207,Y234,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13208,Y235,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13209,Y236,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13210,Y237,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13211,Y238,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13212,Y239,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13213,Y24,"DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13214,Y240,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13215,Y241,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13216,Y242,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13217,Y243,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13218,Y244,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13219,Y245,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13220,Y246,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13221,Y247,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13222,Y248,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13223,Y249,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13224,Y25,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13225,Y250,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13226,Y251,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13227,Y252,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13228,Y253,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13229,Y254,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13230,Y255,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13231,Y256,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13232,Y257,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13233,Y258,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13234,Y259,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13235,Y26,"EXPOSICION A HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13236,Y260,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13237,Y261,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13238,Y262,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13239,Y263,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13240,Y264,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13241,Y265,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13242,Y266,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13243,Y267,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13244,Y268,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13245,Y269,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13246,Y27,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13247,Y270,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13248,Y271,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13249,Y272,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13250,Y273,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13251,Y274,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13252,Y275,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13253,Y276,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13254,Y277,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13255,Y278,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13256,Y279,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13257,Y28,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13258,Y280,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13259,Y281,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13260,Y282,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13261,Y283,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13262,Y284,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13263,Y285,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13264,Y286,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13265,Y287,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13266,Y288,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13267,Y289,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13268,Y29,"CONTACTO TRAUMATICO CON OBJETO ROMO SIN FILO, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13269,Y290,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13270,Y291,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13271,Y292,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13272,Y293,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13273,Y294,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13274,Y295,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13275,Y296,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13276,Y297,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13277,Y298,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13278,Y299,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13279,Y30,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13280,Y300,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13281,Y301,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13282,Y302,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13283,Y303,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13284,Y304,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13285,Y305,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13286,Y306,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13287,Y307,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13288,Y308,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13289,Y309,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13290,Y31,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA",Causas externas de morbilidad y de mortalidad
13291,Y310,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13292,Y311,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13293,Y312,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13294,Y313,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13295,Y314,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13296,Y315,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13297,Y316,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13298,Y317,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13299,Y318,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13300,Y319,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13301,Y32,COLISION DE VEHICULO DE MOTOR DE INTENCION NO DETERMINADAS,Causas externas de morbilidad y de mortalidad
13302,Y320,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13303,Y321,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13304,Y322,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13305,Y323,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13306,Y324,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13307,Y325,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13308,Y326,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13309,Y327,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13310,Y328,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13311,Y329,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13312,Y33,OTROS EVENTOS ESPECIFICADOS DE INTENCION NO DETERMINADA,Causas externas de morbilidad y de mortalidad
13313,Y330,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13314,Y331,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13315,Y332,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13316,Y333,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13317,Y334,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13318,Y335,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13319,Y336,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13320,Y337,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13321,Y338,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13322,Y339,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13323,Y34,EVENTO NO ESPECIFICADO DE INTENCION NO DETERMINADA,Causas externas de morbilidad y de mortalidad
13324,Y340,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: VIVIENDA",Causas externas de morbilidad y de mortalidad
13325,Y341,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",Causas externas de morbilidad y de mortalidad
13326,Y342,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",Causas externas de morbilidad y de mortalidad
13327,Y343,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",Causas externas de morbilidad y de mortalidad
13328,Y344,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",Causas externas de morbilidad y de mortalidad
13329,Y345,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",Causas externas de morbilidad y de mortalidad
13330,Y346,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",Causas externas de morbilidad y de mortalidad
13331,Y347,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: GRANJA",Causas externas de morbilidad y de mortalidad
13332,Y348,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13333,Y349,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",Causas externas de morbilidad y de mortalidad
13334,Y35,INTERVENCION LEGAL,Causas externas de morbilidad y de mortalidad
13335,Y350,INTERVENCION LEGAL CON DISPARO DE ARMA DE FUEGO,Causas externas de morbilidad y de mortalidad
13336,Y351,INTERVENCION LEGAL CON EXPLOSIVOS,Causas externas de morbilidad y de mortalidad
13337,Y352,INTERVENCION LEGAL CON GAS,Causas externas de morbilidad y de mortalidad
13338,Y353,INTERVENCION LEGAL CON OBJETOS ROMOS O SIN FILO,Causas externas de morbilidad y de mortalidad
13339,Y354,INTERVENCION LEGAL CON OBJETOS CORTANTES,Causas externas de morbilidad y de mortalidad
13340,Y355,EJECUCION LEGAL,Causas externas de morbilidad y de mortalidad
13341,Y356,INTERVENCION LEGAL CON OTROS MEDIOS ESPECIFICADOS,Causas externas de morbilidad y de mortalidad
13342,Y357,"INTERVENCION LEGAL, MEDIOS NO ESPECIFICADOS",Causas externas de morbilidad y de mortalidad
13343,Y36,OPERACIONES DE GUERRA,Causas externas de morbilidad y de mortalidad
13344,Y360,OPERACIONES DE GUERRA CON EXPLOSION DE ARMAMENTO NAVAL,Causas externas de morbilidad y de mortalidad
13345,Y361,OPERACIONES DE GUERRA CON DESTRUCCION DE AERONAVE,Causas externas de morbilidad y de mortalidad
13346,Y362,OPERACIONES DE GUERRA CON OTRAS EXPLOSIONES Y ESQUIRLAS,Causas externas de morbilidad y de mortalidad
